Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Financials,USSIF_Financials,USSIF_ESG,WaterDataset,CarbonEmissions,GlobalEmissions,HRC,ForestRisk,Headquarters,1a_Sexual_Orientation,1b_Gender_Identity,1c_Contractor_Standards,2a_Spousal_Benefits,2b_Parity_Spousal_Benefits,2c_Trans_Inclusive_Healthcare,3a_Org Competency,3b_ERG,4_Positive_LGBTQ_Engagmt,Negative_LGBTQ_Demerit,2017_CEI_Score,2016_CEI_Score,Fortune_1000_Rank
NYSE,RHI,Robert Half International Inc.,49.01,$6.18B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi,1,0,0,0,0,0,1,0,"Menlo Park, CA",F,F,F,F,F,F,F,F,F,,100,85,552
NYSE,ROK,"Rockwell Automation, Inc.",185.88,$23.86B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok,1,0,0,1,0,0,1,0,"Milwaukee, WI",F,F,F,F,F,F,F,F,F,,100,100,409
NYSE,COL,"Rockwell Collins, Inc.",134.71,$21.93B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col,1,0,0,0,0,0,1,0,"Cedar Rapids, IA",F,F,F,F,F,F,F,F,F,,100,100,507
NasDaq,ROST,"Ross Stores, Inc.",63.12,$24.34B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost,1,0,0,0,0,0,1,0,"Dublin , CA",F,F,F,F,F,F,F,N,F,,90,80,269
NYSE,RCL,Royal Caribbean Cruises Ltd.,127.77,$27.48B,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl,1,0,0,0,0,0,1,0,"Miami, FL",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,R,"Ryder System, Inc.",81.03,$4.29B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r,1,0,0,0,0,0,1,0,"Miami, FL",F,F,F,F,F,N,F,F,P,,85,85,407
NYSE,SPGI,S&P Global Inc.,161.82,$41.59B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,500
NYSE,CRM,Salesforce.com Inc,96.94,$69.67B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm,1,0,0,0,0,1,1,0,"San Francisco, CA",F,F,F,F,F,F,F,F,F,,100,95,483
NasDaq,SAFM,"Sanderson Farms, Inc.",146.6,$3.33B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm,1,0,0,0,0,0,1,0,"Laurel, MS",F,F,F,F,F,N,N,N,N,,55,,803
NasDaq,SANM,Sanmina Corporation,38.5,$2.9B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm,1,0,0,0,0,0,1,0,"San Jose, CA",N,N,N,N,N,N,N,N,N,,0,0,432
NasDaq,SCHL,Scholastic Corporation,37.64,$1.32B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,N,N,F,P,,75,65,
AMEX,SEB,Seaboard Corporation,4620,$5.41B,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb,1,0,0,0,0,0,1,0,"Shawnee Mission, KS",P,P,N,N,N,N,N,N,N,,20,20,417
NasDaq,STX,Seagate Technology PLC,34.4,$9.9B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx,1,0,0,1,0,0,1,0,"Scotts Valley, CA",P,P,N,F,P,N,N,F,N,,45,45,
NYSE,SEE,Sealed Air Corporation,44.55,$8.47B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see,1,0,0,0,0,0,1,0,"Elmwood Park, NJ",P,P,N,N,N,N,N,N,N,,20,20,366
NasDaq,SHLD,Sears Holdings Corporation,6.77,$727.41M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld,1,0,0,0,0,0,1,0,"Hoffman Estates, IL",F,F,F,F,F,F,F,F,F,,100,100,99
NYSE,SRE,Sempra Energy,114.87,$28.84B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre,1,0,0,1,0,0,1,0,"San Diego, CA",F,F,F,F,F,F,F,F,F,,100,100,270
