"Name","Fund Type","Attribute Type","Attribute","Rating","Count","Avg % 3 yr","Avg % 1 yr","Avg % 5 yr","Avg % 10 yr","Mgmt Fee %","Exp Ratio %","AUM (US$ millions)"
"DSEFX - Domini Social Equity Fund -- Investor shares","Equity Large Cap","Social","Human Rights","C",1,3.77,13.60,10.72,6.07,0.24,1.14,857.85
"DSEFX - Domini Social Equity Fund -- Investor shares","Equity Large Cap","Social","Labor Relations","C",1,3.77,13.60,10.72,6.07,0.24,1.14,857.85
"DSEFX - Domini Social Equity Fund -- Investor shares","Equity Large Cap","Social","Sudan","R",1,3.77,13.60,10.72,6.07,0.24,1.14,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Environmental","Environment","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Environmental","Pollution/Toxics","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Governance","Board Issues","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Governance","Executive Pay","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Products","Alcohol","X",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Products","Animal Welfare","R",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Products","Defense/Weapons","X",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Products","Gambling","X",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Products","Tobacco","X",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Social","Community Development","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Social","Diversity & EEO","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Social","Human Rights","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Social","Labor Relations","C",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSEPX - Domini Social Equity Fund -- A shares","Equity Large Cap","Social","Sudan","R",1,3.74,13.51,10.71,5.59,0.24,1.18,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Environmental","Environment","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Environmental","Pollution/Toxics","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Governance","Board Issues","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Governance","Executive Pay","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Products","Alcohol","X",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Products","Animal Welfare","R",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Products","Defense/Weapons","X",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Products","Gambling","X",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Products","Tobacco","X",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Social","Community Development","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Social","Diversity & EEO","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Social","Human Rights","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Social","Labor Relations","C",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"DSFRX - Domini Social Equity Fund -- R shares","Equity Large Cap","Social","Sudan","R",1,4.09,13.86,11.07,6.42,0.24,0.82,857.85
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Environmental","Climate/Clean Technology","P",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Environmental","Environment","C",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Environmental","Pollution/Toxics","X",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Governance","Board Issues","C",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Governance","Executive Pay","C",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Products","Alcohol","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Products","Animal Welfare","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Products","Defense/Weapons","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Products","Gambling","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Products","Tobacco","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Social","Community Development","C",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Social","Diversity & EEO","P",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Social","Human Rights","R",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Social","Labor Relations","C",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGMX - Mirova Global Sustainable Equity Fund - Class A","Int'l Global","Social","Sudan","--",1,0.00,16.10,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Environmental","Climate/Clean Technology","P",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Environmental","Environment","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Environmental","Pollution/Toxics","R",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Governance","Board Issues","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Governance","Executive Pay","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Products","Alcohol","R",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Products","Animal Welfare","--",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Products","Defense/Weapons","R",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Products","Gambling","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Products","Tobacco","R",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Social","Community Development","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Social","Diversity & EEO","P",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Social","Human Rights","R",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Social","Labor Relations","C",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"ESGYX - Mirova Global Sustainable Equity Fund - Class Y","Int'l Global","Social","Sudan","--",1,0.00,16.34,0.00,0.00,0.80,0.00,62.28
"GCBLX - Green Century Balanced","Balanced","Environmental","Climate/Clean Technology","C *",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Environmental","Environment","C",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Environmental","Pollution/Toxics","R",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Governance","Board Issues","C",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Governance","Executive Pay","C",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Products","Alcohol","R",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Products","Animal Welfare","X",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Products","Defense/Weapons","X",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Products","Gambling","R",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Products","Tobacco","X",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Social","Community Development","P",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Social","Diversity & EEO","C",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Social","Human Rights","C",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Social","Labor Relations","P",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCBLX - Green Century Balanced","Balanced","Social","Sudan","--",1,4.79,8.04,9.00,5.34,0.65,1.48,226.42
"GCEQX - Green Century Equity","Equity Large Cap","Environmental","Climate/Clean Technology","C *",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Environmental","Environment","C",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Environmental","Pollution/Toxics","R",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Governance","Board Issues","C",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Governance","Executive Pay","P",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Products","Alcohol","X",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Products","Animal Welfare","R",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Products","Defense/Weapons","X",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Products","Gambling","X",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Products","Tobacco","X",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Social","Community Development","--",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Social","Diversity & EEO","C",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Social","Human Rights","C",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Social","Labor Relations","C",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCEQX - Green Century Equity","Equity Large Cap","Social","Sudan","--",1,8.86,14.90,13.86,6.94,0.25,1.25,209.57
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Environmental","Climate/Clean Technology","C *",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Environmental","Environment","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Environmental","Pollution/Toxics","R",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Governance","Board Issues","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Governance","Executive Pay","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Products","Alcohol","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Products","Animal Welfare","R",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Products","Defense/Weapons","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Products","Gambling","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Products","Tobacco","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Social","Community Development","--",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Social","Diversity & EEO","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Social","Human Rights","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Social","Labor Relations","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCIFX - Green Century MSCI International Index Fund - Institution","Int'l Global","Social","Sudan","--",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Environmental","Climate/Clean Technology","C *",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Environmental","Environment","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Environmental","Pollution/Toxics","R",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Governance","Board Issues","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Governance","Executive Pay","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Products","Alcohol","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Products","Animal Welfare","R",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Products","Defense/Weapons","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Products","Gambling","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Products","Tobacco","X",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Social","Community Development","--",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Social","Diversity & EEO","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Social","Human Rights","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Social","Labor Relations","C",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"GCINX - Green Century MSCI International Index Fund - Investor","Int'l Global","Social","Sudan","--",1,0.00,0.00,0.00,0.00,0.28,0.00,26.47
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Environmental","Climate/Clean Technology","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Environmental","Environment","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Environmental","Pollution/Toxics","C",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Governance","Board Issues","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Governance","Executive Pay","--",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Products","Alcohol","R",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Products","Animal Welfare","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Products","Defense/Weapons","R",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Products","Gambling","R",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Products","Tobacco","R",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Social","Community Development","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Social","Diversity & EEO","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Social","Human Rights","P",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Social","Labor Relations","C",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LCILX - ClearBridge Sustainability Leaders Fund (IS shares)","All Cap","Social","Sudan","R",1,0.00,14.04,0.00,0.00,0.65,0.75,7.43
"LMRNX - 1919 Socially Responsive Balanced Fund - I","Balanced","Environmental","Climate/Clean Technology","C",1,4.80,10.62,8.13,0.00,0.64,1.00,121.37
"LMRNX - 1919 Socially Responsive Balanced Fund - I","Balanced","Environmental","Environment","C",1,4.80,10.62,8.13,0.00,0.64,1.00,121.37
